code,name,price,vol,trade_value,pe,industry,chip_ratio,value_billion,回檔%,今日漲幅%,chip_success
3312,弘憶股,47.25,682.39,32448076,28.29,電子通路業,-14.99,0.32,26.86,-2.28,1
3321,同泰,18.75,198.961,3753677,,電子零組件業,-20.61,0.04,33.27,-0.53,1
3338,泰碩,64.1,496.084,32431628,43.9,電子零組件業,-35.68,0.32,15.44,-3.46,1
3346,麗清,20.7,355.13,7385240,,其他,-0.28,0.07,33.01,-1.43,1
3356,奇偶,58.3,237.827,13824853,5.75,光電業,-15.22,0.14,9.33,0.52,1
3376,新日興,185.5,2428.862,454366406,272.79,電子零組件業,-37.21,4.54,13.52,-3.13,1
3380,明泰,29.8,1361.755,40858909,,通信網路業,-53.17,0.41,16.98,-2.61,1
3406,玉晶光,507.0,1083.105,555858900,15.36,光電業,-0.9,5.56,35.41,-4.7,1
3413,京鼎,327.5,3135.439,1028034431,17.39,半導體業,-7.29,10.28,14.6,-3.96,1
3416,融程電,183.5,1383.476,258186139,25.14,電腦及週邊設備業,22.2,2.58,6.14,2.8,1
3419,譁裕,12.2,153.614,1884552,,通信網路業,-24.74,0.02,18.12,-2.79,1
3432,台端,17.5,12.062,209011,,電子零組件業,-16.58,0.0,7.65,-1.69,1
3437,榮創,17.75,336.777,5982114,,光電業,16.34,0.06,27.25,-0.84,1
3443,創意,4070.0,1934.1,8144366725,122.44,半導體業,-2.84,81.44,23.85,-7.08,1
3447,展達,29.45,191.961,5678175,20.59,通信網路業,-6.77,0.06,26.56,-2.0,1
3450,聯鈞,427.0,23485.072,10869318609,127.08,半導體業,-11.1,108.69,29.65,-9.92,1
3481,群創,49.5,204349.525,10233219701,450.0,光電業,-8.88,102.33,31.82,-4.62,1
3494,誠研,7.36,66.897,487799,,電腦及週邊設備業,-4.48,0.0,9.91,-0.27,1
3501,維熹,40.3,133.507,5378987,22.51,電子零組件業,13.52,0.05,6.17,0.12,1
3504,揚明光,62.1,442.362,27774400,,光電業,-25.31,0.28,33.08,-4.02,1
3515,華擎,206.5,422.427,88614921,13.03,電腦及週邊設備業,-6.36,0.89,12.27,-1.67,1
3518,柏騰,26.45,252.997,6673457,12.08,其他電子業,-32.87,0.07,30.39,0.19,1
3528,安馳,85.1,127.211,10805814,27.45,電子通路業,-22.01,0.11,21.57,-0.35,1
3530,晶相光,57.5,98.462,5696923,28.33,半導體業,-9.14,0.06,23.23,-1.2,1
3532,台勝科,379.5,7975.692,3119223732,480.38,半導體業,2.16,31.19,31.25,-9.96,1
3533,嘉澤,1970.0,763.63,1519897240,27.68,電子零組件業,-9.85,15.2,15.09,-3.19,1
3535,晶彩科,87.1,690.129,60439661,217.75,光電業,-10.14,0.6,30.6,-2.68,1
3543,州巧,27.2,469.265,12931155,,光電業,-26.85,0.13,21.84,-3.55,1
3545,敦泰,49.15,608.805,29736206,,半導體業,7.87,0.3,19.95,-0.51,1
3550,聯穎,21.95,1259.54,27720984,,電子零組件業,-26.2,0.28,42.99,-2.88,1
3557,嘉威,26.45,24.861,648134,,其他,8.04,0.01,3.64,0.57,1
3563,牧德,667.0,670.589,453558703,42.59,光電業,-27.96,4.54,20.41,-1.04,1
3576,聯合再生,18.3,13073.723,235323602,43.57,光電業,5.96,2.35,12.02,-0.27,1
3583,辛耘,715.0,898.968,654109278,48.47,半導體業,-4.75,6.54,24.42,-5.8,1
3588,通嘉,54.7,195.824,10684519,91.17,半導體業,-24.49,0.11,31.12,-0.73,1
3591,艾笛森,21.1,816.019,16989191,,光電業,-17.28,0.17,27.24,1.93,1
3592,瑞鼎,239.0,513.759,123139839,14.94,半導體業,37.89,1.23,14.18,1.27,1
3593,力銘,13.85,15.108,206595,,電子零組件業,-26.48,0.0,20.63,-0.36,1
3596,智易,185.0,620.47,115039096,14.62,通信網路業,1.98,1.15,8.64,-1.07,1
3605,宏致,91.0,7934.533,731644250,26.3,電子零組件業,-3.72,7.32,5.7,-3.7,1
3607,谷崧,14.4,324.923,4708542,36.92,電子零組件業,-8.62,0.05,20.0,-2.7,1
3617,碩天,213.0,309.764,66308878,15.08,其他電子業,-9.17,0.66,9.7,-1.62,1
3622,洋華,53.6,152.731,8158211,9.18,光電業,-13.75,0.08,10.37,0.75,1
3645,達邁,67.7,1052.011,72013811,35.63,電子零組件業,4.78,0.72,28.17,-3.56,1
3652,精聯,32.35,2220.16,77140038,23.11,電腦及週邊設備業,-7.66,0.77,20.65,-6.91,1
3653,健策,3430.0,1931.238,6741549994,94.88,電子零組件業,-8.17,67.42,10.21,-7.55,1
3661,世芯-KY,3405.0,1727.518,5946035840,49.9,半導體業,-10.44,59.46,30.44,-2.99,1
3665,貿聯-KY,2205.0,3300.08,7486959665,44.5,其他電子業,0.22,74.87,6.17,-3.5,1
3669,圓展,40.7,2735.032,109339010,22.36,通信網路業,11.03,1.09,0.0,10.0,1
3673,TPK-KY,62.7,4282.831,271733915,17.23,光電業,6.18,2.72,27.64,-2.49,1
3679,新至陞,109.5,43.927,4789868,12.9,電子零組件業,29.59,0.05,2.67,-0.45,1
3686,達能,15.45,116.681,1803656,,半導體業,-61.71,0.02,13.2,-1.9,1
3694,海華,60.5,1441.556,88451667,14.34,通信網路業,-26.67,0.88,12.72,-2.1,1
3701,大眾控,39.3,620.516,24649259,,電腦及週邊設備業,-10.64,0.25,19.63,-2.24,1
3702,大聯大,117.5,17465.328,2076876343,14.35,電子通路業,2.51,20.77,4.47,-3.29,1
3703,欣陸,20.8,1197.718,24750454,10.0,建材營建,62.88,0.25,1.42,0.97,1
3704,合勤控,46.8,3688.472,176337100,40.7,通信網路業,-1.6,1.76,8.06,0.54,1
3705,永信,54.3,122.116,6596390,18.28,其他,49.13,0.07,2.34,0.93,1
3706,神達,91.3,12679.177,1165093105,17.42,電腦及週邊設備業,7.51,11.65,3.08,-0.76,1
3708,上緯投控,100.0,178.286,17998733,2.45,其他,-33.09,0.18,16.67,-0.99,1
3711,日月光投控,613.0,17595.449,10898426618,56.92,半導體業,-18.18,108.98,15.14,-5.55,1
3712,永崴投控,18.65,935.558,17311436,,電腦及週邊設備業,17.34,0.17,6.28,1.63,1
3714,富采,54.6,9832.448,542950498,,光電業,-0.85,5.43,24.73,1.68,1
3715,定穎投控,116.5,5114.352,604063958,120.1,電子零組件業,0.49,6.04,37.14,-4.9,1
3716,中化控股,33.4,127.879,4263322,12.9,其他,-25.02,0.04,4.19,0.15,1
3717,聯嘉投控,21.7,3451.668,75942267,271.25,其他,-14.94,0.76,30.57,-4.82,1
4104,佳醫,70.9,110.825,7817824,16.37,其他,38.8,0.08,1.94,0.57,1
4106,雃博,24.9,114.759,2846563,17.41,其他,-13.94,0.03,3.86,0.81,1
4108,懷特,11.75,165.379,1919470,,其他,-0.6,0.02,8.91,0.0,1
4119,旭富,51.9,685.941,34781747,64.88,其他,33.12,0.35,0.38,5.6,1
4133,亞諾法,21.6,595.904,12945794,720.0,其他,-31.72,0.13,12.02,-4.85,1
4137,麗豐-KY,94.5,135.433,12767250,12.02,其他,1.41,0.13,6.44,0.53,1
4142,國光生,17.05,915.569,15609333,,其他,-30.15,0.16,6.32,0.0,1
4148,全宇生技-KY,31.15,18.33,566303,14.42,其他,0.0,0.01,0.0,0.48,1
4155,訊映,15.35,204.515,3138219,19.68,其他,24.76,0.03,6.97,-1.29,1
4164,承業醫,27.15,305.007,8267416,26.11,其他,11.15,0.08,11.85,-0.37,1
4169,泰宗,247.5,210.69,52145731,773.44,其他,-0.47,0.52,14.66,-10.0,1
4178,永笙-KY,18.65,221.988,4165124,,其他,0.45,0.04,8.35,-2.36,1
4190,佐登-KY,26.5,26.402,687927,,其他,7.58,0.01,2.57,-0.75,1
4195,基米-創,16.15,61.307,982989,,其他,-19.57,0.01,14.1,-0.31,1
4306,炎洲,14.6,746.577,10911706,38.42,其他,-15.04,0.11,9.25,-0.68,1
4414,如興,8.58,131.862,1112841,,其他,-24.27,0.01,9.59,0.94,1
4426,利勤,8.27,58.622,484652,,其他,30.71,0.0,12.67,-1.19,1
4438,廣越,60.8,21.237,1282845,15.39,其他,9.42,0.01,3.49,-0.49,1
4439,冠星-KY,99.7,19.036,1901734,12.04,其他,0.0,0.02,9.12,-1.77,1
4440,宜新實業,17.5,25.185,435916,10.23,其他,-7.94,0.0,5.41,0.86,1
4441,振大環球,177.0,44.263,7806120,12.41,其他,27.11,0.08,9.23,0.57,1
4526,東台,30.75,1130.534,34839106,29.57,其他,-42.55,0.35,29.55,-2.38,1
4532,瑞智,24.4,893.086,21773875,13.33,其他,-4.59,0.22,19.74,-0.2,1
4536,拓凱,165.5,496.525,81595599,12.33,其他,18.17,0.82,2.18,0.91,1
4540,全球傳動,50.4,714.541,36479028,,其他,-10.08,0.36,24.21,-4.18,1
4545,銘鈺,33.6,85.032,2843425,,電子零組件業,14.11,0.03,15.68,0.0,1
4551,智伸科,184.0,970.655,179051250,27.59,其他,6.39,1.79,36.88,-2.13,1
4552,力達-KY,18.95,110.222,2090947,12.31,其他,-20.87,0.02,11.45,-1.04,1
4555,氣立,45.45,147.333,6605734,197.61,其他,-2.71,0.07,16.14,-1.94,1
4557,永新-KY,52.6,1011.606,53207579,,其他,0.0,0.53,1.31,0.19,1
4560,強信-KY,31.4,145.059,4524255,10.98,其他,-9.65,0.05,4.7,0.0,1
4562,穎漢,31.7,174.874,5552056,,其他,-18.3,0.06,18.93,0.48,1
4564,元翎,17.75,1754.281,31499620,,其他,-13.78,0.31,21.11,-1.66,1
4566,時碩工業,71.3,10700.279,791466122,77.5,其他,7.23,7.91,6.55,2.74,1
4569,六方科-KY,155.5,104.652,16127071,32.06,其他,-4.78,0.16,16.62,-1.27,1
4571,鈞興-KY,151.5,106.686,16250133,16.81,其他,10.31,0.16,16.53,-1.3,1
4572,駐龍,143.5,7.475,1075514,54.15,其他,54.18,0.01,5.51,0.0,1
4576,大銀微系統,191.5,666.859,129141468,75.39,其他,-11.87,1.29,21.39,-3.77,1
4581,光隆精密-KY,51.2,27.334,1403421,12.25,其他,-3.66,0.01,1.92,0.39,1
4582,聚恆-創,28.5,73.74,2079576,18.51,其他,5.42,0.02,3.06,0.0,1
4583,台灣精銳,569.0,96.213,54549945,42.24,其他,1.66,0.55,11.78,-3.56,1
4585,達明,300.0,152.124,45881409,227.27,其他電子業,-5.14,0.46,15.25,-1.15,1
4588,玖鼎電力,51.6,42.572,2189767,14.49,其他電子業,18.79,0.02,12.29,-0.39,1
4590,富田-創,86.5,240.12,20717120,34.06,其他,-10.0,0.21,12.15,-0.35,1
4720,德淵,19.75,476.539,9480757,32.38,其他,-18.89,0.09,28.13,-2.23,1
4722,國精化,202.5,1236.87,251248823,119.82,其他,18.41,2.51,35.05,-5.59,1
4736,泰博,129.5,124.915,16149462,7.09,其他,11.44,0.16,2.63,-0.38,1
4737,華廣,56.4,54.016,3032393,,其他,9.26,0.03,19.31,1.81,1
4739,康普,81.8,1078.46,88964805,25.48,其他,-30.88,0.89,32.95,-3.42,1
4746,台耀,51.2,672.73,34378903,18.16,其他,-52.07,0.34,9.7,-0.97,1
4755,三福化,116.0,1060.967,124393227,32.13,其他,-51.24,1.24,20.55,-6.83,1
4763,材料*-KY,50.4,5450.325,271333591,9.75,其他,-19.65,2.71,5.79,1.31,1
4764,雙鍵,279.5,3492.363,1055324585,148.67,其他,2.62,10.55,24.3,-8.52,1
4766,南寶,330.0,151.889,49888428,15.9,其他,-3.95,0.5,11.88,0.46,1
4770,上品,227.5,445.559,101897629,22.48,其他,23.34,1.02,4.01,-0.87,1
4771,望隼,183.0,305.606,56438517,14.09,其他,-56.44,0.56,14.31,-2.41,1
4807,日成-KY,38.1,188.785,7394812,27.81,其他,18.01,0.07,14.67,-0.26,1
4904,遠傳,105.5,17373.677,1820448556,26.78,通信網路業,44.03,18.2,1.4,2.93,1
4906,正文,34.1,2694.497,92912778,,通信網路業,-25.33,0.93,26.35,-3.81,1
4912,聯德控股-KY,84.4,145.067,12208666,38.54,電子零組件業,21.37,0.12,7.25,-0.59,1
4915,致伸,65.2,2196.145,143213875,12.37,電子零組件業,3.46,1.43,7.65,-0.46,1
4916,事欣科,103.0,4630.01,483688079,18.36,電腦及週邊設備業,-15.44,4.84,13.81,-0.48,1
4919,新唐,135.5,3812.199,523233588,,半導體業,14.89,5.23,30.51,-3.9,1
4927,泰鼎-KY,34.25,2116.348,72725810,,電子零組件業,-8.02,0.73,31.77,-3.93,1
4930,燦星網,16.3,67.625,1108054,,其他,-11.83,0.01,9.7,-1.21,1
4934,太極,15.25,560.482,8451452,,光電業,-38.56,0.08,20.16,0.33,1
4935,茂林-KY,35.4,71.137,2513010,25.84,光電業,46.39,0.03,8.29,-1.67,1
4938,和碩,88.4,20105.535,1778271148,20.32,電腦及週邊設備業,30.52,17.78,2.21,1.38,1
4942,嘉彰,36.9,73.272,2698150,12.47,光電業,9.55,0.03,3.53,-0.14,1
4943,康控-KY,8.89,3.579,30537,,電子零組件業,0.0,0.0,7.59,-0.78,1
4949,有成精密,67.3,409.807,27956579,25.02,光電業,-24.89,0.28,26.45,-5.21,1
4952,凌通,48.85,238.017,11613573,44.01,半導體業,13.86,0.12,20.83,-1.31,1
4956,光鋐,29.75,819.584,24662089,,光電業,4.94,0.25,31.21,-2.14,1
4958,臻鼎-KY,482.0,33141.967,16347350717,67.98,電子零組件業,-1.49,163.47,26.86,-4.74,1
4960,誠美材,21.0,1797.455,37848224,,光電業,-1.31,0.38,28.08,-3.67,1
4961,天鈺,160.5,257.018,41427760,19.24,半導體業,15.95,0.41,12.3,-0.62,1
4967,十銓,218.5,3743.707,831197770,5.59,半導體業,-10.41,8.31,23.6,0.69,1
4968,立積,97.4,517.106,50706275,32.91,半導體業,-47.38,0.51,20.31,-2.4,1
4976,佳凌,30.85,645.591,20146957,,光電業,-10.03,0.2,27.75,-4.04,1
4977,眾達-KY,139.0,8626.255,1239770543,30.82,通信網路業,-6.71,12.4,24.84,3.35,1
4989,榮科,65.2,5014.971,336479621,,電子零組件業,-5.7,3.36,44.51,-7.25,1
4994,傳奇,92.7,14.161,1295620,59.42,資訊服務業,0.0,0.01,3.64,-0.22,1
4999,鑫禾,19.25,29.628,571685,,電子零組件業,0.0,0.01,6.28,-1.53,1
5007,三星,56.6,52.218,2914100,18.62,其他,-19.15,0.03,0.35,0.35,1
5203,訊連,66.6,92.291,6104157,18.2,資訊服務業,-5.42,0.06,6.98,1.06,1
5215,科嘉-KY,38.3,55.238,2134755,15.63,電腦及週邊設備業,3.62,0.02,15.54,-1.54,1
5222,全訊,115.5,177.101,20472375,61.76,半導體業,-16.94,0.2,13.16,0.0,1
5225,東科-KY,72.7,119.274,8647248,7.86,其他電子業,46.95,0.09,6.68,0.14,1
5234,達興材料,329.5,271.138,89996436,42.79,光電業,-44.63,0.9,23.28,-3.23,1
5236,凌陽創新,150.5,87.36,13038563,15.79,半導體業,-17.46,0.13,16.62,0.0,1
5243,乙盛-KY,86.7,958.97,83632449,17.8,光電業,-15.33,0.84,20.09,-3.24,1
5244,弘凱,31.9,232.448,7499534,,光電業,-38.72,0.07,15.14,-0.47,1
5258,虹堡,52.1,331.373,17577468,15.55,電腦及週邊設備業,-19.31,0.18,7.13,-3.7,1
5269,祥碩,1385.0,317.954,440960945,17.0,半導體業,-7.04,4.41,9.84,-1.42,1
5283,禾聯碩,53.2,62.38,3295923,9.0,其他,9.62,0.03,8.12,1.33,1
5284,jpp-KY,284.0,293.793,84297971,21.19,其他,-11.92,0.84,29.54,-3.07,1
5285,界霖,77.5,964.564,75014673,36.9,半導體業,25.3,0.75,32.9,-3.25,1
5288,豐祥-KY,194.0,97.706,19144610,16.13,其他,-29.68,0.19,3.0,-1.77,1
5292,華懋,165.5,59.836,9939376,16.37,其他,-3.18,0.1,19.17,-1.78,1
5306,桂盟,90.9,189.205,17229643,14.34,其他,22.73,0.17,9.1,-1.09,1
5388,中磊,88.7,3607.945,321484919,22.18,通信網路業,29.24,3.21,2.63,-0.45,1
5434,崇越,552.0,560.882,308647090,23.42,電子通路業,0.25,3.09,8.31,-1.25,1
5469,瀚宇博,72.0,1546.261,111833196,12.57,電子零組件業,20.39,1.12,21.02,0.56,1
5471,松翰,54.8,1532.587,84254904,56.49,半導體業,-0.47,0.84,19.71,-3.69,1
5484,慧友,40.65,284.144,11759644,109.86,光電業,-11.26,0.12,24.58,-1.57,1
5515,建國,43.55,607.397,26568225,7.29,建材營建,30.51,0.27,3.76,0.93,1
5519,隆大,28.15,256.091,7202877,5.64,建材營建,25.17,0.07,5.57,0.72,1
5521,工信,10.15,1714.283,17384571,15.38,建材營建,-13.71,0.17,6.02,-0.98,1
5522,遠雄,65.9,915.776,60436733,6.97,建材營建,55.04,0.6,5.86,0.0,1
5525,順天,23.1,217.668,4989323,9.2,建材營建,-6.89,0.05,3.35,0.43,1
5531,鄉林,7.75,308.033,2360958,155.0,建材營建,8.12,0.02,5.6,0.65,1
5533,皇鼎,14.3,117.946,1675544,23.83,建材營建,2.54,0.02,0.0,0.0,1
5534,長虹,79.9,297.764,23680988,16.31,建材營建,0.67,0.24,3.27,0.25,1
5538,東明-KY,34.0,66.183,2219947,9.86,其他,-7.55,0.02,5.42,-2.3,1
5546,永固-KY,15.85,74.465,1221397,,建材營建,-12.09,0.01,8.91,-6.49,1
5607,遠雄港,49.8,481.015,23992658,15.32,航運業,-12.11,0.24,5.68,-0.8,1
5608,四維航,13.75,1111.832,15276650,59.78,航運業,5.49,0.15,10.71,0.73,1
5706,鳳凰,45.4,151.034,6812210,12.75,其他,-3.31,0.07,6.41,0.0,1
5871,中租-KY,120.0,4996.263,597478050,11.24,其他,16.03,5.97,3.61,-0.41,1
5876,上海商銀,46.15,21688.023,988955570,14.65,金融保險,30.64,9.89,0.75,3.01,1
5880,合庫金,25.65,12660.73,323429743,18.32,金融保險,30.07,3.23,0.97,0.2,1
5906,台南-KY,39.2,4.301,168586,54.44,其他,0.0,0.0,0.76,-0.63,1
5907,大洋-KY,4.87,185.281,894642,,其他,-33.46,0.01,8.8,0.41,1
6005,群益證,34.8,6712.949,233225378,9.72,金融保險,3.07,2.33,12.23,1.02,1
6024,群益期,64.9,411.909,26629717,10.87,金融保險,27.17,0.27,0.76,0.93,1
6108,競國,16.85,476.617,8013964,,電子零組件業,-2.94,0.08,12.92,0.6,1
6112,邁達特,40.85,187.735,7720448,24.03,資訊服務業,-15.45,0.08,7.3,-1.45,1
6115,鎰勝,45.95,72.022,3293477,16.18,電子零組件業,44.43,0.03,1.29,0.44,1
6116,彩晶,13.8,20798.676,289565259,,光電業,0.9,2.9,33.97,-3.83,1
6117,迎廣,67.5,132.474,8962473,14.67,電腦及週邊設備業,4.53,0.09,12.22,-0.59,1
6120,達運,13.0,1518.667,19767456,,光電業,-9.67,0.2,15.58,-1.89,1
6128,上福,20.3,51.321,1039903,,電腦及週邊設備業,-9.74,0.01,5.14,-0.49,1
6133,金橋,20.95,368.567,7722903,28.7,電子零組件業,-12.48,0.08,25.71,-0.24,1
6136,富爾特,24.4,142.139,3478078,29.05,通信網路業,28.14,0.03,1.21,-0.41,1
6139,亞翔,840.0,11149.772,9704446762,23.31,其他電子業,-11.58,97.04,14.89,-2.1,1
6141,柏承,38.65,2519.554,98204407,,電子零組件業,-16.03,0.98,16.34,-9.91,1
6142,友勁,9.73,674.35,6557111,,通信網路業,-38.85,0.07,19.25,0.1,1
6152,百一,12.2,497.431,6040882,,通信網路業,31.91,0.06,13.48,0.0,1
6153,嘉聯益,16.6,2601.666,43182304,,電子零組件業,-42.54,0.43,32.66,-1.48,1
6155,鈞寶,55.7,805.629,45357068,111.4,電子零組件業,17.49,0.45,42.93,-4.13,1
6164,華興,12.15,644.176,7888175,607.5,光電業,-26.39,0.08,30.17,-3.95,1
6165,浪凡,49.95,2787.178,138884340,11.98,其他,-1.44,1.39,5.58,2.04,1
6166,凌華,166.5,16885.254,2805725574,46.12,電腦及週邊設備業,5.79,28.06,4.31,4.39,1
6168,宏齊,23.8,1033.772,24639952,340.0,光電業,-1.26,0.25,35.06,-1.24,1
6176,瑞儀,88.1,2551.116,224018627,9.4,光電業,7.49,2.24,5.88,0.11,1
6177,達麗,48.55,745.205,36074264,6.5,建材營建,29.27,0.36,0.82,0.1,1
6183,關貿,91.8,21.559,1954164,22.67,資訊服務業,9.28,0.02,0.11,1.44,1
6184,大豐電,42.6,21.56,917946,17.97,其他,-13.91,0.01,5.23,-0.12,1
6189,豐藝,48.95,414.687,20275408,18.61,電子通路業,-5.23,0.2,10.35,-0.2,1
6191,精成科,88.9,3932.739,356664034,13.85,電子零組件業,-13.42,3.57,19.69,-1.0,1
6192,巨路,115.0,85.543,9832865,11.77,其他電子業,8.18,0.1,7.26,-0.43,1
6196,帆宣,526.0,948.153,503913718,33.5,其他電子業,-2.96,5.04,13.34,-3.13,1
6197,佳必琪,310.0,2121.015,670777378,30.24,電子零組件業,-6.07,6.71,23.46,-1.74,1
6201,亞弘電,49.0,20.168,986898,14.89,其他電子業,-29.75,0.01,1.9,0.0,1
6202,盛群,54.2,1714.405,93837289,82.12,半導體業,-7.9,0.94,27.54,-3.56,1
6205,詮欣,60.2,770.979,48107783,35.83,電子零組件業,-12.13,0.48,25.59,-3.68,1
6206,飛捷,134.0,4517.353,603173690,18.79,電腦及週邊設備業,12.9,6.03,2.19,3.08,1
6209,今國光,67.7,2890.77,198385698,39.13,光電業,-28.29,1.98,28.59,-5.71,1
6213,聯茂,309.5,18026.212,5746181601,75.67,電子零組件業,-38.03,57.46,27.09,-9.9,1
6214,精誠,139.5,700.137,98086183,14.62,資訊服務業,-1.22,0.98,5.1,-1.06,1
6215,和椿,96.0,777.894,76233162,33.68,其他電子業,-28.22,0.76,18.89,-2.24,1
6216,居易,22.0,72.3,1588167,366.67,通信網路業,-1.38,0.02,7.17,0.0,1
6224,聚鼎,56.0,251.777,14228426,64.37,電子零組件業,-12.96,0.14,35.85,-4.11,1
6225,天瀚,24.0,40.495,1010076,,光電業,0.0,0.01,11.76,-5.33,1
6226,光鼎,18.8,20403.969,390912313,,光電業,-9.5,3.91,35.06,4.44,1
6230,尼得科超眾,114.5,44.327,5053155,,電腦及週邊設備業,-9.02,0.05,14.55,-1.29,1
6235,華孚,38.7,852.598,33172635,14.94,電腦及週邊設備業,-34.53,0.33,20.04,-1.28,1
6239,力成,279.5,15075.441,4288747244,33.27,半導體業,-23.68,42.89,22.79,-4.93,1
6243,迅杰,52.2,6751.053,348001580,,半導體業,8.64,3.48,4.92,9.89,1
6257,矽格,217.0,5858.221,1284307700,32.44,半導體業,-43.75,12.84,21.13,-3.98,1
6269,台郡,54.3,2702.358,146598859,,電子零組件業,-30.37,1.47,35.59,-2.51,1
6271,同欣電,189.0,4033.141,767390586,28.04,半導體業,-10.44,7.67,37.42,-5.5,1
6272,驊陞,25.55,258.549,6686946,10.56,電子零組件業,16.63,0.07,22.81,-3.04,1
6277,宏正,78.0,458.798,35879356,24.0,電腦及週邊設備業,19.94,0.36,8.24,0.78,1
6278,台表科,159.5,2366.7,382251740,18.21,光電業,16.64,3.82,25.76,-3.92,1
6281,全國電,51.9,50.674,2616903,13.91,電子通路業,7.89,0.03,2.08,0.78,1
6282,康舒,47.15,7084.956,337550594,94.3,電子零組件業,-18.47,3.38,26.33,-3.58,1
6283,淳安,20.85,150.582,3129026,,其他電子業,-26.56,0.03,16.27,-0.71,1
6285,啟碁,249.5,5106.645,1293361706,36.8,通信網路業,-17.25,12.93,9.76,-3.48,1
6405,悅城,38.85,1298.435,51290865,,光電業,40.28,0.51,47.78,-4.9,1
6409,旭隼,1015.0,853.463,877326960,29.07,其他電子業,21.66,8.77,23.64,1.5,1
6412,群電,81.3,507.108,41175134,15.63,電子零組件業,-23.86,0.41,19.5,-1.33,1
6414,樺漢,500.0,6608.312,3308362808,23.23,電腦及週邊設備業,7.73,33.08,4.21,-0.6,1
6415,矽力*-KY,467.5,2818.667,1327828480,62.84,半導體業,-12.66,13.28,29.49,-1.48,1
6416,瑞祺電通,103.5,1161.864,122943831,22.75,通信網路業,-8.78,1.23,5.91,-2.82,1
6426,統新,164.0,1814.746,314527089,315.38,通信網路業,-18.28,3.15,25.28,0.0,1
6431,光麗-KY,17.2,58.001,983416,,其他,15.52,0.01,12.24,-0.86,1
6438,迅得,145.0,368.179,53754789,26.56,其他電子業,-36.64,0.54,15.7,-2.03,1
6442,光聖,1325.0,3658.34,5112690590,49.98,通信網路業,-15.46,51.13,34.33,-4.68,1
6443,元晶,28.65,4948.089,140806398,,光電業,-0.54,1.41,24.51,-0.52,1
6446,藥華藥,1135.0,1580.118,1801465215,71.16,其他,-12.05,18.01,19.72,-1.3,1
6449,鈺邦,241.5,732.802,178978321,31.4,電子零組件業,2.47,1.79,39.55,-4.55,1
6451,訊芯-KY,437.5,4638.083,2143835246,,半導體業,0.77,21.44,35.47,-1.8,1
6456,GIS-KY,64.0,2892.253,188366683,,光電業,-42.61,1.88,15.68,-5.04,1
6464,台數科,79.3,25.04,1971044,19.48,其他,11.98,0.02,1.61,-0.13,1
6472,保瑞,392.5,675.191,267765818,31.1,其他,-16.12,2.68,15.04,-2.12,1
6477,安集,38.85,5892.182,231012631,431.67,光電業,-12.98,2.31,13.86,0.91,1
6491,晶碩,331.5,203.283,67491564,15.94,其他,-2.56,0.67,15.0,-1.34,1
6504,南六,38.4,80.963,3072005,,其他,-23.47,0.03,4.12,0.0,1
6505,台塑化,85.8,121927.129,11005165098,30.75,其他,-6.42,110.05,12.36,-7.94,1
6515,穎崴,6295.0,296.538,1913344270,129.0,半導體業,-12.79,19.13,37.71,-4.77,1
6525,捷敏-KY,141.5,2244.342,320640966,23.31,半導體業,7.93,3.21,35.97,-5.03,1
6526,達發,587.0,359.807,210202262,33.7,半導體業,19.75,2.1,16.84,-0.17,1
6531,愛普*,858.0,2231.391,1943728799,87.2,半導體業,-12.39,19.44,26.98,-5.09,1
6533,晶心科,217.0,889.709,192840471,,半導體業,1.85,1.93,12.15,1.4,1
6534,正瀚-創,92.2,37.574,3448992,19.29,其他,5.32,0.03,2.95,-0.43,1
6541,泰福-KY,38.65,302.696,11858144,,其他,-28.74,0.12,15.24,-3.25,1
6550,北極星藥業-KY,12.0,894.303,10842044,,其他,-2.75,0.11,16.38,-0.83,1
6552,易華電,25.3,106.516,2686743,,半導體業,-10.33,0.03,22.39,-0.39,1
6558,興能高,27.0,239.274,6519220,,其他電子業,2.09,0.07,16.92,-1.46,1
6573,虹揚-KY,19.0,437.588,8508823,14.5,半導體業,-31.54,0.09,36.24,-5.71,1
6579,研揚,180.5,4641.934,845053995,33.12,電腦及週邊設備業,-1.18,8.45,3.22,-1.63,1
6581,鋼聯,107.0,48.218,5139522,17.66,其他,14.52,0.05,2.73,0.0,1
6582,申豐,32.3,59.114,1885609,,其他,-10.15,0.02,9.27,0.0,1
6585,鼎基,122.5,366.317,45471605,25.0,其他,-35.76,0.45,14.63,-4.67,1
6589,台康生技,45.6,276.811,12597063,,其他,20.18,0.13,14.93,0.0,1
6591,動力-KY,45.3,103.55,4655861,10.56,電腦及週邊設備業,14.21,0.05,12.88,2.49,1
6592,和潤企業,61.0,386.58,23448737,12.4,其他,45.86,0.23,3.02,1.16,1
6598,ABC-KY,27.7,791.646,22061904,,其他,0.26,0.22,6.73,-2.29,1
6605,帝寶,132.5,233.358,30898001,9.93,其他,38.88,0.31,2.62,-0.38,1
6606,建德工業,26.0,102.666,2617692,23.85,其他,-2.92,0.03,2.44,0.78,1
6614,資拓宏宇,38.55,60.804,2326088,15.48,其他,1.64,0.02,3.63,0.13,1
6625,必應,75.2,100.412,7540958,7.5,其他,-7.97,0.08,6.47,0.0,1
6641,基士德-KY,17.85,13.05,232647,37.19,其他,-30.65,0.0,9.74,-0.56,1
